,degree,fanout,fanin
OTOS,0.0,0.0,1.0
CARNS1,1.0,1.0,1.0
ZNF354C,0.0,0.0,1.0
ZNF217,1.0,1.0,1.0
CEP164,5.0,5.0,1.0
ELMO2,2.0,2.0,1.0
CDKN2AIPNL,0.0,0.0,1.0
CCDC58,0.0,0.0,1.0
TSGA10IP,0.0,0.0,1.0
GDI2,3.0,3.0,1.0
MYSM1,1.0,1.0,1.0
DYDC2,0.0,0.0,1.0
ZNF793,0.0,0.0,1.0
MCM5,4.0,4.0,1.0
EPHB3,2.0,2.0,1.0
CYB5D1,0.0,0.0,1.0
ITPRIP,0.0,0.0,1.0
CEP290,6.0,6.0,1.0
ZBBX,0.0,0.0,1.0
TM7SF3,0.0,0.0,1.0
TMPRSS9,0.0,0.0,1.0
HIST1H2BE,0.0,0.0,1.0
ZNF41,0.0,0.0,1.0
GYS2,4.0,4.0,1.0
WNT3,1.0,1.0,1.0
HIST1H3E,0.0,0.0,1.0
LRIG3,0.0,0.0,1.0
TPMT,1.0,1.0,1.0
SDAD1,0.0,0.0,1.0
POLI,2.0,2.0,1.0
RNF11,0.0,0.0,1.0
BTC,10.0,10.0,1.0
ANKRD13A,0.0,0.0,1.0
ZNF420,1.0,1.0,1.0
APPBP2,0.0,0.0,1.0
METTL21A,1.0,1.0,1.0
DDX50,0.0,0.0,1.0
CMBL,0.0,0.0,1.0
AGAP4,0.0,0.0,1.0
EZH2,6.0,6.0,1.0
TOPORS,3.0,3.0,1.0
ETAA1,0.0,0.0,1.0
NDUFB2,1.0,1.0,1.0
CYP27C1,0.0,0.0,1.0
PRKCSH,4.0,4.0,1.0
CEL,1.0,1.0,1.0
TMEM161A,0.0,0.0,1.0
RABGAP1,1.0,1.0,1.0
HACE1,1.0,1.0,1.0
SLC41A2,0.0,0.0,1.0
KRTAP13-4,0.0,0.0,1.0
OR2AT4,1.0,1.0,1.0
DRG2,0.0,0.0,1.0
GTF2A1L,0.0,0.0,1.0
PSMC4,46.0,46.0,1.0
TIGD4,0.0,0.0,1.0
TXN2,1.0,1.0,1.0
FAM111B,0.0,0.0,1.0
GGA1,2.0,2.0,1.0
PLEKHA2,1.0,1.0,1.0
IDH3B,1.0,1.0,1.0
CAND2,0.0,0.0,1.0
MRPL16,3.0,3.0,1.0
ALAD,2.0,2.0,1.0
LATS1,1.0,1.0,1.0
VEZF1,0.0,0.0,1.0
HAO2,0.0,0.0,1.0
ZNF250,0.0,0.0,1.0
KIAA1522,0.0,0.0,1.0
LSM11,3.0,3.0,1.0
ZNF799,0.0,0.0,1.0
XRCC4,3.0,3.0,1.0
ZNF565,0.0,0.0,1.0
MCTP2,0.0,0.0,1.0
DEFB106A,1.0,1.0,1.0
OR2T1,1.0,1.0,1.0
PHF6,0.0,0.0,1.0
VGF,2.0,2.0,1.0
NISCH,0.0,0.0,1.0
CCDC30,0.0,0.0,1.0
PTPN12,3.0,3.0,1.0
AEN,0.0,0.0,1.0
CUL5,3.0,3.0,1.0
PLEKHM2,0.0,0.0,1.0
TMPRSS11F,0.0,0.0,1.0
KDM1B,2.0,2.0,1.0
PMP22,0.0,0.0,1.0
PC,3.0,3.0,1.0
PSMA7,46.0,46.0,1.0
TSEN34,1.0,1.0,1.0
ZNF512B,0.0,0.0,1.0
ABCG1,2.0,2.0,1.0
KAT2B,14.0,14.0,1.0
CAP2,1.0,1.0,1.0
WDR44,0.0,0.0,1.0
GNAS,5.0,5.0,1.0
FAM167A,0.0,0.0,1.0
PSPH,1.0,1.0,1.0
CBS,2.0,2.0,1.0
NOS2,2.0,2.0,1.0
ACADS,1.0,1.0,1.0
GPX6,1.0,1.0,1.0
RNF14,1.0,1.0,1.0
CAPSL,0.0,0.0,1.0
FRS3,5.0,5.0,1.0
SHB,0.0,0.0,1.0
CCDC157,0.0,0.0,1.0
GALNT6,0.0,0.0,1.0
TANC1,0.0,0.0,1.0
USP2,3.0,3.0,1.0
DNAJC2,1.0,1.0,1.0
MGAT4C,1.0,1.0,1.0
UBE2Z,2.0,2.0,1.0
VIP,1.0,1.0,1.0
CR2,1.0,1.0,1.0
CHIA,1.0,1.0,1.0
SORL1,1.0,1.0,1.0
NOM1,0.0,0.0,1.0
SESTD1,0.0,0.0,1.0
D2HGDH,1.0,1.0,1.0
NFKB1,17.0,17.0,1.0
NDUFA6,1.0,1.0,1.0
DOCK7,1.0,1.0,1.0
TPK1,1.0,1.0,1.0
PIWIL4,1.0,1.0,1.0
GPR88,0.0,0.0,1.0
MAP1LC3B,4.0,4.0,1.0
MCM4,4.0,4.0,1.0
CXXC5,1.0,1.0,1.0
LATS2,1.0,1.0,1.0
STT3A,0.0,0.0,1.0
OR4X1,1.0,1.0,1.0
FAM107B,0.0,0.0,1.0
ARL15,0.0,0.0,1.0
GSK3B,18.0,18.0,1.0
INPP4A,3.0,3.0,1.0
IZUMO1,1.0,1.0,1.0
AP3M2,0.0,0.0,1.0
AHCYL2,0.0,0.0,1.0
INSL4,0.0,0.0,1.0
TIMP4,0.0,0.0,1.0
FLRT1,1.0,1.0,1.0
HIST1H2AH,6.0,6.0,1.0
CEACAM18,0.0,0.0,1.0
PRR23B,0.0,0.0,1.0
DEFB127,1.0,1.0,1.0
STXBP2,1.0,1.0,1.0
ZNF784,0.0,0.0,1.0
POLR3A,6.0,6.0,1.0
TMEM134,0.0,0.0,1.0
POLR3D,6.0,6.0,1.0
CD40,2.0,2.0,1.0
SLC9A8,1.0,1.0,1.0
SOCS5,2.0,2.0,1.0
DYRK2,1.0,1.0,1.0
HOXB1,1.0,1.0,1.0
EIF3D,6.0,6.0,1.0
SLC13A2,1.0,1.0,1.0
PDCD11,2.0,2.0,1.0
ACTR1A,8.0,8.0,1.0
ZC3H3,0.0,0.0,1.0
NOBOX,0.0,0.0,1.0
CYP11B1,2.0,2.0,1.0
HSPA14,1.0,1.0,1.0
CHCHD2,1.0,1.0,1.0
MSL1,1.0,1.0,1.0
PIP5K1C,3.0,3.0,1.0
HAPLN4,0.0,0.0,1.0
RTN2,0.0,0.0,1.0
MOB3C,0.0,0.0,1.0
TMCO6,0.0,0.0,1.0
SLC35C1,1.0,1.0,1.0
TBK1,9.0,9.0,1.0
MAPRE3,0.0,0.0,1.0
CNKSR1,6.0,6.0,1.0
HIPK3,0.0,0.0,1.0
FABP2,1.0,1.0,1.0
ADAM11,1.0,1.0,1.0
SRSF7,5.0,5.0,1.0
LRRC4,0.0,0.0,1.0
TMEM209,0.0,0.0,1.0
TSR2,0.0,0.0,1.0
KCTD17,0.0,0.0,1.0
TMX4,0.0,0.0,1.0
SH3D19,1.0,1.0,1.0
CEP57L1,0.0,0.0,1.0
HAUS3,5.0,5.0,1.0
GPS2,1.0,1.0,1.0
HTR1F,1.0,1.0,1.0
PTCD1,0.0,0.0,1.0
STAB2,2.0,2.0,1.0
TPD52L1,1.0,1.0,1.0
VPS18,0.0,0.0,1.0
SNAP23,3.0,3.0,1.0
SH3YL1,0.0,0.0,1.0
TAAR8,1.0,1.0,1.0
HHIP,2.0,2.0,1.0
OR6M1,1.0,1.0,1.0
HK2,0.0,0.0,1.0
TAF15,6.0,6.0,1.0
EXOC4,3.0,3.0,1.0
NDRG3,0.0,0.0,1.0
CSGALNACT2,1.0,1.0,1.0
LRIG1,1.0,1.0,1.0
DEFB115,1.0,1.0,1.0
GPHN,1.0,1.0,1.0
SH3GLB1,0.0,0.0,1.0
RPL26L1,12.0,12.0,1.0
CLCN6,1.0,1.0,1.0
UPK3B,0.0,0.0,1.0
CEPT1,2.0,2.0,1.0
NCBP2,23.0,23.0,1.0
ZNF624,0.0,0.0,1.0
OR5K3,1.0,1.0,1.0
PGM1,4.0,4.0,1.0
DBP,1.0,1.0,1.0
PGM3,0.0,0.0,1.0
VEGFB,2.0,2.0,1.0
ZNF28,0.0,0.0,1.0
CCDC71,0.0,0.0,1.0
VSX2,0.0,0.0,1.0
CTSF,1.0,1.0,1.0
CDS1,1.0,1.0,1.0
OR10Z1,1.0,1.0,1.0
S100A1,1.0,1.0,1.0
POLR2L,35.0,35.0,1.0
ANTXR2,1.0,1.0,1.0
UBE2A,3.0,3.0,1.0
RUNDC3A,0.0,0.0,1.0
ARMC2,0.0,0.0,1.0
USP4,2.0,2.0,1.0
HTATIP2,0.0,0.0,1.0
OR8D2,1.0,1.0,1.0
VPS33B,0.0,0.0,1.0
RASA1,6.0,6.0,1.0
MIIP,0.0,0.0,1.0
DDHD1,1.0,1.0,1.0
RNF103,1.0,1.0,1.0
BTBD10,0.0,0.0,1.0
SSBP1,1.0,1.0,1.0
ZFP36L2,0.0,0.0,1.0
NUDCD1,0.0,0.0,1.0
RMI1,4.0,4.0,1.0
IGF2,4.0,4.0,1.0
APEX2,0.0,0.0,1.0
BEST2,0.0,0.0,1.0
DUSP19,0.0,0.0,1.0
ITGB1BP1,0.0,0.0,1.0
ZBTB24,0.0,0.0,1.0
RASSF4,0.0,0.0,1.0
ESR1,11.0,11.0,1.0
NEK3,0.0,0.0,1.0
CS,2.0,2.0,1.0
ANXA3,0.0,0.0,1.0
PLEKHA8,1.0,1.0,1.0
OPN3,1.0,1.0,1.0
ELOVL1,3.0,3.0,1.0
PCM1,5.0,5.0,1.0
ZBTB22,0.0,0.0,1.0
CDHR3,0.0,0.0,1.0
HAL,1.0,1.0,1.0
DLG1,4.0,4.0,1.0
AMBP,1.0,1.0,1.0
CREB3,1.0,1.0,1.0
SORT1,1.0,1.0,1.0
FAM69A,0.0,0.0,1.0
DYNC1LI1,8.0,8.0,1.0
DNMT3L,1.0,1.0,1.0
FABP7,2.0,2.0,1.0
PPIAL4D,0.0,0.0,1.0
CACYBP,0.0,0.0,1.0
CCDC18,0.0,0.0,1.0
DFFB,1.0,1.0,1.0
CPSF6,1.0,1.0,1.0
MRFAP1,0.0,0.0,1.0
FAM53C,0.0,0.0,1.0
GRK4,0.0,0.0,1.0
TRAPPC6B,2.0,2.0,1.0
EIF1AX,6.0,6.0,1.0
DLG4,9.0,9.0,1.0
CCDC47,0.0,0.0,1.0
PTPRC,3.0,3.0,1.0
ZBTB39,0.0,0.0,1.0
ZNF583,0.0,0.0,1.0
RHOC,7.0,7.0,1.0
ACAD9,1.0,1.0,1.0
FRS2,16.0,16.0,1.0
IGBP1,0.0,0.0,1.0
RAB31,3.0,3.0,1.0
KRT20,0.0,0.0,1.0
KLHL11,2.0,2.0,1.0
KRT28,0.0,0.0,1.0
ITLN2,0.0,0.0,1.0
CEP63,5.0,5.0,1.0
TANK,3.0,3.0,1.0
WT1,0.0,0.0,1.0
KRTAP10-11,0.0,0.0,1.0
RTF1,3.0,3.0,1.0
IL9R,1.0,1.0,1.0
SCFD2,0.0,0.0,1.0
ARHGAP5,1.0,1.0,1.0
XPA,4.0,4.0,1.0
CSK,9.0,9.0,1.0
RFX5,0.0,0.0,1.0
STAC3,0.0,0.0,1.0
NSUN4,1.0,1.0,1.0
OR2M2,1.0,1.0,1.0
PMS1,0.0,0.0,1.0
ABT1,0.0,0.0,1.0
CRADD,1.0,1.0,1.0
SPATC1,0.0,0.0,1.0
WFDC9,0.0,0.0,1.0
CORO7,0.0,0.0,1.0
TRIM21,1.0,1.0,1.0
SFT2D1,0.0,0.0,1.0
USP35,0.0,0.0,1.0
GTPBP3,1.0,1.0,1.0
SEC22B,4.0,4.0,1.0
TFDP2,13.0,13.0,1.0
PCNP,0.0,0.0,1.0
CRYBB1,0.0,0.0,1.0
SLC25A21,1.0,1.0,1.0
KIN,1.0,1.0,1.0
CNOT8,2.0,2.0,1.0
C1R,2.0,2.0,1.0
CDK14,0.0,0.0,1.0
CHRND,1.0,1.0,1.0
SLC12A9,0.0,0.0,1.0
RPLP0,13.0,13.0,1.0
LLPH,0.0,0.0,1.0
TCP11L1,0.0,0.0,1.0
GNG12,19.0,19.0,1.0
TMEM242,0.0,0.0,1.0
ZNF180,0.0,0.0,1.0
HHIPL1,0.0,0.0,1.0
INPP5J,3.0,3.0,1.0
CLPTM1L,0.0,0.0,1.0
MRPL36,3.0,3.0,1.0
ZFP3,0.0,0.0,1.0
HLA-DOA,1.0,1.0,1.0
TTC8,1.0,1.0,1.0
NDUFB8,2.0,2.0,1.0
ACOT12,0.0,0.0,1.0
ZBTB3,0.0,0.0,1.0
IGF2BP2,1.0,1.0,1.0
MAGEA11,0.0,0.0,1.0
TAF4,6.0,6.0,1.0
REN,1.0,1.0,1.0
PPIP5K2,1.0,1.0,1.0
TLR10,1.0,1.0,1.0
ZNF268,0.0,0.0,1.0
SDHD,1.0,1.0,1.0
NNT,1.0,1.0,1.0
CHCHD4,1.0,1.0,1.0
GLIPR2,0.0,0.0,1.0
ADK,1.0,1.0,1.0
GPR161,0.0,0.0,1.0
GPN1,0.0,0.0,1.0
MAST3,0.0,0.0,1.0
ERMP1,0.0,0.0,1.0
SMAD3,12.0,12.0,1.0
OTOL1,0.0,0.0,1.0
CIR1,0.0,0.0,1.0
MED17,1.0,1.0,1.0
ALDH8A1,1.0,1.0,1.0
PINK1,1.0,1.0,1.0
GCC1,1.0,1.0,1.0
TMEM61,0.0,0.0,1.0
SDCBP2,0.0,0.0,1.0
NTN1,5.0,5.0,1.0
DNAJB12,0.0,0.0,1.0
TAS2R1,1.0,1.0,1.0
LEPR,1.0,1.0,1.0
CNTROB,0.0,0.0,1.0
WDR77,2.0,2.0,1.0
COMMD6,1.0,1.0,1.0
ACTL6A,4.0,4.0,1.0
GOT2,1.0,1.0,1.0
B3GALT1,0.0,0.0,1.0
MON2,0.0,0.0,1.0
KCNK1,2.0,2.0,1.0
MPHOSPH8,0.0,0.0,1.0
RNF216,1.0,1.0,1.0
BAZ2A,1.0,1.0,1.0
TRIM25,8.0,8.0,1.0
ITGA1,6.0,6.0,1.0
PP2D1,0.0,0.0,1.0
ARHGAP25,1.0,1.0,1.0
XYLT1,1.0,1.0,1.0
PLIN2,1.0,1.0,1.0
FKBP9,1.0,1.0,1.0
KBTBD11,0.0,0.0,1.0
TEC,1.0,1.0,1.0
HNRNPH1,2.0,2.0,1.0
RGMA,0.0,0.0,1.0
PHF10,0.0,0.0,1.0
CACNG2,5.0,5.0,1.0
NKX2-6,0.0,0.0,1.0
SULT2A1,1.0,1.0,1.0
PCDH18,0.0,0.0,1.0
GALNTL5,0.0,0.0,1.0
PRB4,0.0,0.0,1.0
ZNF81,0.0,0.0,1.0
LCE2B,1.0,1.0,1.0
SAMM50,2.0,2.0,1.0
FRG2C,0.0,0.0,1.0
ARID5B,1.0,1.0,1.0
CPSF2,5.0,5.0,1.0
TOPBP1,4.0,4.0,1.0
LYRM2,0.0,0.0,1.0
ZSWIM5,0.0,0.0,1.0
TCFL5,0.0,0.0,1.0
AP2B1,10.0,10.0,1.0
SDCCAG3,0.0,0.0,1.0
MARS2,1.0,1.0,1.0
NAPEPLD,1.0,1.0,1.0
PALM,0.0,0.0,1.0
TMEM44,0.0,0.0,1.0
ATP6V1A,3.0,3.0,1.0
CCR4,1.0,1.0,1.0
ACOT11,0.0,0.0,1.0
HGD,1.0,1.0,1.0
NR1D2,1.0,1.0,1.0
RBL1,5.0,5.0,1.0
STK25,0.0,0.0,1.0
SSR2,1.0,1.0,1.0
CHST3,1.0,1.0,1.0
CCDC88C,1.0,1.0,1.0
TMCC2,0.0,0.0,1.0
PIP4K2C,4.0,4.0,1.0
ARSD,2.0,2.0,1.0
LRRC56,0.0,0.0,1.0
PEX7,0.0,0.0,1.0
GALNT4,0.0,0.0,1.0
UTP3,2.0,2.0,1.0
HCN1,1.0,1.0,1.0
PLEKHG4,0.0,0.0,1.0
CRK,8.0,8.0,1.0
SRD5A3,1.0,1.0,1.0
BROX,0.0,0.0,1.0
FABP4,2.0,2.0,1.0
ADAT3,0.0,0.0,1.0
LBP,3.0,3.0,1.0
ZNHIT2,0.0,0.0,1.0
RBM41,0.0,0.0,1.0
SURF6,0.0,0.0,1.0
FLT3,2.0,2.0,1.0
PTPN9,1.0,1.0,1.0
GCLM,1.0,1.0,1.0
ZNF610,0.0,0.0,1.0
WDR3,2.0,2.0,1.0
ARHGEF16,3.0,3.0,1.0
DMRTB1,0.0,0.0,1.0
XPC,3.0,3.0,1.0
COX7B2,0.0,0.0,1.0
CORIN,1.0,1.0,1.0
MFF,0.0,0.0,1.0
INHBB,1.0,1.0,1.0
TATDN3,0.0,0.0,1.0
ZNF513,0.0,0.0,1.0
NAT9,0.0,0.0,1.0
SPCS3,4.0,4.0,1.0
VPS26A,1.0,1.0,1.0
CALB1,1.0,1.0,1.0
CACNA1S,3.0,3.0,1.0
TOP1,1.0,1.0,1.0
NR2C2AP,1.0,1.0,1.0
RASSF6,0.0,0.0,1.0
TNFSF11,2.0,2.0,1.0
G6PC3,1.0,1.0,1.0
ATF5,0.0,0.0,1.0
HAX1,0.0,0.0,1.0
TNFAIP1,0.0,0.0,1.0
IGDCC4,0.0,0.0,1.0
PTPN1,5.0,5.0,1.0
SELP,1.0,1.0,1.0
UGT2A3,0.0,0.0,1.0
HSPE1,0.0,0.0,1.0
EML2,0.0,0.0,1.0
RMND5A,0.0,0.0,1.0
PGLYRP2,0.0,0.0,1.0
LPAR6,1.0,1.0,1.0
TSPYL5,0.0,0.0,1.0
B4GALT2,2.0,2.0,1.0
ZYG11B,0.0,0.0,1.0
CLEC1B,1.0,1.0,1.0
IPO5,0.0,0.0,1.0
ZNF586,0.0,0.0,1.0
MARVELD3,0.0,0.0,1.0
DPP8,0.0,0.0,1.0
ZNRF1,1.0,1.0,1.0
FAM24B,0.0,0.0,1.0
SLC2A13,1.0,1.0,1.0
JAM2,1.0,1.0,1.0
DET1,1.0,1.0,1.0
DZIP3,1.0,1.0,1.0
DAP3,3.0,3.0,1.0
OR7G1,1.0,1.0,1.0
RALGDS,1.0,1.0,1.0
SEC31B,0.0,0.0,1.0
AGTR2,1.0,1.0,1.0
OR10G7,1.0,1.0,1.0
WFDC10A,0.0,0.0,1.0
SLC22A14,0.0,0.0,1.0
SYNPO,0.0,0.0,1.0
OTUD3,2.0,2.0,1.0
ZNF79,0.0,0.0,1.0
ACTRT2,0.0,0.0,1.0
DAXX,2.0,2.0,1.0
UAP1L1,0.0,0.0,1.0
NEO1,1.0,1.0,1.0
ACSBG1,1.0,1.0,1.0
BANP,1.0,1.0,1.0
ZBED3,0.0,0.0,1.0
KLHL32,0.0,0.0,1.0
RAB3C,1.0,1.0,1.0
FRMD4A,0.0,0.0,1.0
LDB1,2.0,2.0,1.0
PUS7,0.0,0.0,1.0
GPN2,0.0,0.0,1.0
ARL5B,0.0,0.0,1.0
CMC1,0.0,0.0,1.0
FAM47E,0.0,0.0,1.0
PALB2,1.0,1.0,1.0
LRFN4,1.0,1.0,1.0
H2AFY2,0.0,0.0,1.0
NIPSNAP1,0.0,0.0,1.0
TRIM11,1.0,1.0,1.0
PHKB,1.0,1.0,1.0
BRD4,0.0,0.0,1.0
ANP32A,1.0,1.0,1.0
TMEM39A,0.0,0.0,1.0
KLHL28,0.0,0.0,1.0
MUS81,2.0,2.0,1.0
INO80E,1.0,1.0,1.0
SLC2A8,2.0,2.0,1.0
CYLC2,0.0,0.0,1.0
WDR73,0.0,0.0,1.0
CLPS,2.0,2.0,1.0
PICALM,2.0,2.0,1.0
CTAG2,0.0,0.0,1.0
PABPC4,0.0,0.0,1.0
RGS13,0.0,0.0,1.0
ABL2,1.0,1.0,1.0
DHDDS,0.0,0.0,1.0
RNF217,1.0,1.0,1.0
JAG2,6.0,6.0,1.0
FTO,0.0,0.0,1.0
ENOX2,0.0,0.0,1.0
TRIM7,0.0,0.0,1.0
WIPF2,2.0,2.0,1.0
TRAPPC3,2.0,2.0,1.0
LARP4B,0.0,0.0,1.0
NPEPL1,0.0,0.0,1.0
PDE6D,1.0,1.0,1.0
DPEP3,2.0,2.0,1.0
ERP27,0.0,0.0,1.0
CHSY3,1.0,1.0,1.0
CCDC134,0.0,0.0,1.0
SLC23A3,0.0,0.0,1.0
FAM155B,0.0,0.0,1.0
UNC93B1,1.0,1.0,1.0
GRM3,1.0,1.0,1.0
SLC30A8,2.0,2.0,1.0
SMCP,0.0,0.0,1.0
CSF1,4.0,4.0,1.0
TCTEX1D4,0.0,0.0,1.0
MYH8,1.0,1.0,1.0
ZNF281,0.0,0.0,1.0
ZRANB3,0.0,0.0,1.0
GTF2H3,20.0,20.0,1.0
SLC25A44,0.0,0.0,1.0
KBTBD2,0.0,0.0,1.0
GNPTG,0.0,0.0,1.0
SCGB3A2,1.0,1.0,1.0
TAF1D,7.0,7.0,1.0
NDUFB3,1.0,1.0,1.0
CRCP,6.0,6.0,1.0
ZDHHC17,0.0,0.0,1.0
KCTD21,0.0,0.0,1.0
PCMTD2,0.0,0.0,1.0
ANAPC2,9.0,9.0,1.0
LPAR2,1.0,1.0,1.0
ELF1,2.0,2.0,1.0
CAMKMT,1.0,1.0,1.0
PDGFD,0.0,0.0,1.0
NDST2,1.0,1.0,1.0
ASCC3,1.0,1.0,1.0
PACS2,0.0,0.0,1.0
ABHD3,1.0,1.0,1.0
PDHX,1.0,1.0,1.0
PAX3,1.0,1.0,1.0
OR8H2,1.0,1.0,1.0
ZNF573,0.0,0.0,1.0
RNF115,1.0,1.0,1.0
SCARF2,0.0,0.0,1.0
SCRT1,0.0,0.0,1.0
POLG,1.0,1.0,1.0
COL5A3,1.0,1.0,1.0
SFN,5.0,5.0,1.0
PRAMEF11,0.0,0.0,1.0
SRPX2,0.0,0.0,1.0
WRN,5.0,5.0,1.0
ZDHHC21,1.0,1.0,1.0
PAX4,1.0,1.0,1.0
DCLRE1B,1.0,1.0,1.0
TNNC2,1.0,1.0,1.0
DUSP13,0.0,0.0,1.0
NAE1,1.0,1.0,1.0
TERF2,2.0,2.0,1.0
KIF3B,5.0,5.0,1.0
CRYAB,0.0,0.0,1.0
CHCHD7,1.0,1.0,1.0
MRPS2,3.0,3.0,1.0
NUP43,22.0,22.0,1.0
BRCC3,4.0,4.0,1.0
CYP2R1,2.0,2.0,1.0
DHPS,1.0,1.0,1.0
YAP1,6.0,6.0,1.0
TMED9,2.0,2.0,1.0
SH3GLB2,0.0,0.0,1.0
RAB42,1.0,1.0,1.0
FAM189A2,0.0,0.0,1.0
AFTPH,0.0,0.0,1.0
SREK1IP1,0.0,0.0,1.0
OR5M1,1.0,1.0,1.0
RTN4RL2,0.0,0.0,1.0
CENPQ,5.0,5.0,1.0
LRRC29,0.0,0.0,1.0
LHX5,0.0,0.0,1.0
SP3,1.0,1.0,1.0
DGKZ,0.0,0.0,1.0
ELMOD3,0.0,0.0,1.0
GPD2,2.0,2.0,1.0
FBXL13,2.0,2.0,1.0
GPATCH8,0.0,0.0,1.0
TXNIP,1.0,1.0,1.0
TOB1,0.0,0.0,1.0
YIPF4,0.0,0.0,1.0
LRRC4B,1.0,1.0,1.0
TRIM69,1.0,1.0,1.0
ZNF491,0.0,0.0,1.0
BZW2,0.0,0.0,1.0
LIG1,8.0,8.0,1.0
HUS1B,0.0,0.0,1.0
GHRHR,1.0,1.0,1.0
KIAA0556,0.0,0.0,1.0
PREX2,1.0,1.0,1.0
UBXN10,0.0,0.0,1.0
ERBB4,12.0,12.0,1.0
TTC22,0.0,0.0,1.0
EPN1,2.0,2.0,1.0
FAM83F,0.0,0.0,1.0
OR1L3,1.0,1.0,1.0
TRMT112,3.0,3.0,1.0
GK,1.0,1.0,1.0
PHLDB1,0.0,0.0,1.0
HOXB13,0.0,0.0,1.0
SMG1,1.0,1.0,1.0
NRIP1,2.0,2.0,1.0
WDR24,0.0,0.0,1.0
ARL11,0.0,0.0,1.0
RABEPK,1.0,1.0,1.0
CRISP1,0.0,0.0,1.0
ZNF202,0.0,0.0,1.0
PAFAH2,0.0,0.0,1.0
MYF6,1.0,1.0,1.0
NHEJ1,1.0,1.0,1.0
GORASP1,3.0,3.0,1.0
APOBEC3G,2.0,2.0,1.0
EPHA7,1.0,1.0,1.0
NEK1,0.0,0.0,1.0
SPRR1A,1.0,1.0,1.0
TJP1,4.0,4.0,1.0
CDKL4,0.0,0.0,1.0
GJA4,1.0,1.0,1.0
SFT2D3,0.0,0.0,1.0
SNRPB2,1.0,1.0,1.0
LPCAT2,1.0,1.0,1.0
MYH9,6.0,6.0,1.0
DIP2A,0.0,0.0,1.0
DPYSL4,1.0,1.0,1.0
HCRTR2,1.0,1.0,1.0
REG1A,0.0,0.0,1.0
AMDHD2,0.0,0.0,1.0
CLCN1,0.0,0.0,1.0
SLC35G1,0.0,0.0,1.0
HNRNPH2,1.0,1.0,1.0
SETD3,1.0,1.0,1.0
OSCP1,0.0,0.0,1.0
ARL5A,0.0,0.0,1.0
OR6C74,1.0,1.0,1.0
CLRN3,0.0,0.0,1.0
LELP1,1.0,1.0,1.0
TIFA,0.0,0.0,1.0
FMO1,1.0,1.0,1.0
KPNA3,2.0,2.0,1.0
ITSN1,5.0,5.0,1.0
SIAH3,0.0,0.0,1.0
NOTCH1,14.0,14.0,1.0
GABRA1,1.0,1.0,1.0
WDFY1,0.0,0.0,1.0
ZNF714,0.0,0.0,1.0
LZTR1,0.0,0.0,1.0
ARHGAP19,1.0,1.0,1.0
FRAS1,0.0,0.0,1.0
CHUK,22.0,22.0,1.0
PPP6C,1.0,1.0,1.0
EIF5A,1.0,1.0,1.0
CASC3,6.0,6.0,1.0
GRPEL2,1.0,1.0,1.0
UBE2V1,9.0,9.0,1.0
ZPLD1,0.0,0.0,1.0
LCE2D,1.0,1.0,1.0
LRRIQ1,0.0,0.0,1.0
WARS,1.0,1.0,1.0
ASCC1,1.0,1.0,1.0
RIPK4,0.0,0.0,1.0
S100PBP,0.0,0.0,1.0
WASF3,2.0,2.0,1.0
MSX2,1.0,1.0,1.0
VPS13A,0.0,0.0,1.0
SYT3,0.0,0.0,1.0
HSD17B8,0.0,0.0,1.0
RCE1,1.0,1.0,1.0
SSX1,0.0,0.0,1.0
CHRNB3,1.0,1.0,1.0
KTI12,0.0,0.0,1.0
CLSTN1,0.0,0.0,1.0
FLNB,1.0,1.0,1.0
JMY,1.0,1.0,1.0
CALU,3.0,3.0,1.0
EDDM3B,0.0,0.0,1.0
TMEM106B,0.0,0.0,1.0
FASTKD5,0.0,0.0,1.0
TRIM62,0.0,0.0,1.0
SDR16C5,1.0,1.0,1.0
NMT1,2.0,2.0,1.0
UTP18,2.0,2.0,1.0
TMEM79,0.0,0.0,1.0
APPL2,0.0,0.0,1.0
ADAD1,0.0,0.0,1.0
PINX1,0.0,0.0,1.0
FAM131A,0.0,0.0,1.0
HSCB,1.0,1.0,1.0
GDF9,0.0,0.0,1.0
ZNF572,0.0,0.0,1.0
TTBK1,0.0,0.0,1.0
FUBP1,0.0,0.0,1.0
CTTNBP2NL,0.0,0.0,1.0
CUEDC2,0.0,0.0,1.0
ESRRG,1.0,1.0,1.0
MAPK7,8.0,8.0,1.0
DDAH1,1.0,1.0,1.0
PWP1,0.0,0.0,1.0
MIER2,0.0,0.0,1.0
TCP1,6.0,6.0,1.0
TMEM198,0.0,0.0,1.0
UPK1B,0.0,0.0,1.0
LIPF,1.0,1.0,1.0
NME5,0.0,0.0,1.0
TFAP2B,4.0,4.0,1.0
ICMT,0.0,0.0,1.0
ANAPC10,9.0,9.0,1.0
IPO9,0.0,0.0,1.0
KDM6B,2.0,2.0,1.0
FBXO44,2.0,2.0,1.0
RSPO3,2.0,2.0,1.0
FADS3,0.0,0.0,1.0
PIGY,1.0,1.0,1.0
LCN1,1.0,1.0,1.0
ZBTB44,0.0,0.0,1.0
MRGPRF,0.0,0.0,1.0
PTPRH,0.0,0.0,1.0
WDR4,0.0,0.0,1.0
MRPL19,3.0,3.0,1.0
HORMAD2,0.0,0.0,1.0
FAM76A,0.0,0.0,1.0
ASTE1,0.0,0.0,1.0
CTTN,1.0,1.0,1.0
