,degree,fanout,fanin
SNX11,0.0,0.0,1.0
NOP2,2.0,2.0,1.0
ENDOD1,1.0,1.0,1.0
GALNT1,1.0,1.0,1.0
PBDC1,0.0,0.0,1.0
E4F1,0.0,0.0,1.0
SLC2A1,3.0,3.0,1.0
HECTD3,1.0,1.0,1.0
CHRNA3,1.0,1.0,1.0
RORA,4.0,4.0,1.0
UBA6,2.0,2.0,1.0
MTA2,4.0,4.0,1.0
EPHA4,1.0,1.0,1.0
CHIC2,0.0,0.0,1.0
GPR55,0.0,0.0,1.0
CYB5A,1.0,1.0,1.0
DAP3,3.0,3.0,1.0
TIGD1,0.0,0.0,1.0
NDUFB6,1.0,1.0,1.0
EHBP1L1,0.0,0.0,1.0
DBP,1.0,1.0,1.0
RIC1,3.0,3.0,1.0
TAF1L,6.0,6.0,1.0
CCNL1,0.0,0.0,1.0
TAGLN2,1.0,1.0,1.0
ATAD1,0.0,0.0,1.0
SMUG1,3.0,3.0,1.0
THUMPD1,1.0,1.0,1.0
RAP1A,13.0,13.0,1.0
NDUFS4,1.0,1.0,1.0
ATAD3A,0.0,0.0,1.0
CALR,6.0,6.0,1.0
PTTG1IP,0.0,0.0,1.0
ATF2,7.0,7.0,1.0
TMUB2,0.0,0.0,1.0
DYSF,1.0,1.0,1.0
SLC25A22,1.0,1.0,1.0
USP42,1.0,1.0,1.0
GPR146,0.0,0.0,1.0
TBC1D22A,0.0,0.0,1.0
BZW2,0.0,0.0,1.0
TRIM21,1.0,1.0,1.0
RETSAT,1.0,1.0,1.0
RPH3AL,0.0,0.0,1.0
FBXO48,0.0,0.0,1.0
POLRMT,2.0,2.0,1.0
PYROXD1,0.0,0.0,1.0
BARD1,8.0,8.0,1.0
ZNF347,0.0,0.0,1.0
NBEA,0.0,0.0,1.0
ORAI3,0.0,0.0,1.0
UPF3B,6.0,6.0,1.0
GNL3,0.0,0.0,1.0
RECQL5,0.0,0.0,1.0
USP24,1.0,1.0,1.0
RPUSD4,0.0,0.0,1.0
LRRC56,0.0,0.0,1.0
RASA2,2.0,2.0,1.0
MRPL37,3.0,3.0,1.0
TGFBR3,0.0,0.0,1.0
ST3GAL6,2.0,2.0,1.0
NUP37,22.0,22.0,1.0
ZBTB21,0.0,0.0,1.0
YTHDF2,0.0,0.0,1.0
SLC39A9,0.0,0.0,1.0
SENP2,1.0,1.0,1.0
SNRPG,6.0,6.0,1.0
WDR6,0.0,0.0,1.0
BORA,1.0,1.0,1.0
SIM1,0.0,0.0,1.0
TRMT1,0.0,0.0,1.0
CHKA,2.0,2.0,1.0
FAHD2B,0.0,0.0,1.0
GDAP1,0.0,0.0,1.0
SEC22B,4.0,4.0,1.0
SPDL1,4.0,4.0,1.0
SDR39U1,0.0,0.0,1.0
EIF1AX,6.0,6.0,1.0
CMBL,0.0,0.0,1.0
LAMP2,2.0,2.0,1.0
WBP1,0.0,0.0,1.0
FBXO8,0.0,0.0,1.0
AGTPBP1,1.0,1.0,1.0
PRR14,0.0,0.0,1.0
REEP5,0.0,0.0,1.0
SNRPD1,3.0,3.0,1.0
FAM120B,1.0,1.0,1.0
KDM1B,2.0,2.0,1.0
AXIN2,5.0,5.0,1.0
LCK,16.0,16.0,1.0
LRIG1,1.0,1.0,1.0
SLC30A7,2.0,2.0,1.0
ESRRA,3.0,3.0,1.0
HACL1,1.0,1.0,1.0
NIT1,0.0,0.0,1.0
PSMD7,47.0,47.0,1.0
DYNLT1,1.0,1.0,1.0
GTF3C3,3.0,3.0,1.0
VIPAS39,0.0,0.0,1.0
CREB3,1.0,1.0,1.0
GPR19,0.0,0.0,1.0
COX17,1.0,1.0,1.0
ILVBL,0.0,0.0,1.0
ZNF837,0.0,0.0,1.0
HEXB,5.0,5.0,1.0
DERA,1.0,1.0,1.0
ACOX3,1.0,1.0,1.0
SH3BGRL2,0.0,0.0,1.0
ARID3A,1.0,1.0,1.0
FAAH2,0.0,0.0,1.0
MN1,0.0,0.0,1.0
TGFBR1,9.0,9.0,1.0
ACVR1B,1.0,1.0,1.0
SH2B3,1.0,1.0,1.0
TM7SF3,0.0,0.0,1.0
RNF121,0.0,0.0,1.0
VPS13A,0.0,0.0,1.0
TPD52L1,1.0,1.0,1.0
PXK,0.0,0.0,1.0
RNASEK,0.0,0.0,1.0
PDHB,1.0,1.0,1.0
RNF44,0.0,0.0,1.0
MPP1,0.0,0.0,1.0
TCN1,2.0,2.0,1.0
DUT,1.0,1.0,1.0
HIST1H2BD,28.0,28.0,1.0
MYCBP,0.0,0.0,1.0
BVES,0.0,0.0,1.0
WDR83OS,0.0,0.0,1.0
FBXO46,0.0,0.0,1.0
FBXO42,0.0,0.0,1.0
PIGX,1.0,1.0,1.0
B4GALT5,2.0,2.0,1.0
CHMP5,2.0,2.0,1.0
GOLT1B,0.0,0.0,1.0
BROX,0.0,0.0,1.0
SSX2IP,0.0,0.0,1.0
FCRL5,0.0,0.0,1.0
SRPRB,2.0,2.0,1.0
NLN,1.0,1.0,1.0
SLC35C1,1.0,1.0,1.0
PPIAL4G,0.0,0.0,1.0
XPR1,0.0,0.0,1.0
NBPF9,0.0,0.0,1.0
EBPL,0.0,0.0,1.0
RAN,6.0,6.0,1.0
ZNF70,0.0,0.0,1.0
NCAPH2,1.0,1.0,1.0
RNF10,0.0,0.0,1.0
HOXA2,2.0,2.0,1.0
ADARB1,2.0,2.0,1.0
ASB13,2.0,2.0,1.0
PLXDC1,0.0,0.0,1.0
MAP3K4,0.0,0.0,1.0
OTOF,0.0,0.0,1.0
CDV3,0.0,0.0,1.0
IGFL3,0.0,0.0,1.0
IFNGR1,1.0,1.0,1.0
TMEM207,0.0,0.0,1.0
HCN2,1.0,1.0,1.0
PAFAH1B2,2.0,2.0,1.0
TICAM2,4.0,4.0,1.0
ARPP19,1.0,1.0,1.0
IGFBP3,3.0,3.0,1.0
CXCR4,2.0,2.0,1.0
NDC1,18.0,18.0,1.0
HEXIM2,0.0,0.0,1.0
STX17,1.0,1.0,1.0
NAP1L3,0.0,0.0,1.0
PPIAL4A,0.0,0.0,1.0
EEF1E1,2.0,2.0,1.0
AQP2,2.0,2.0,1.0
ERI1,1.0,1.0,1.0
TSG101,2.0,2.0,1.0
AEN,0.0,0.0,1.0
NAPEPLD,1.0,1.0,1.0
DCAF10,1.0,1.0,1.0
TCAF2,0.0,0.0,1.0
CLASP1,10.0,10.0,1.0
TCTN1,1.0,1.0,1.0
GK,1.0,1.0,1.0
SP3,1.0,1.0,1.0
TMEM175,0.0,0.0,1.0
IARS2,1.0,1.0,1.0
KIAA1586,0.0,0.0,1.0
IRF3,9.0,9.0,1.0
BUD13,0.0,0.0,1.0
FMNL2,1.0,1.0,1.0
IDH3G,2.0,2.0,1.0
STAT5B,11.0,11.0,1.0
BAX,4.0,4.0,1.0
MAGEB6,0.0,0.0,1.0
APOBEC3H,1.0,1.0,1.0
VASH1,0.0,0.0,1.0
SF3B3,2.0,2.0,1.0
MYD88,7.0,7.0,1.0
CTSK,5.0,5.0,1.0
PTPRN2,1.0,1.0,1.0
EXOC7,3.0,3.0,1.0
BTG3,0.0,0.0,1.0
MCM6,4.0,4.0,1.0
TTC38,0.0,0.0,1.0
CDC42BPB,0.0,0.0,1.0
ARL16,0.0,0.0,1.0
KDM7A,2.0,2.0,1.0
EXOSC1,5.0,5.0,1.0
ATP6V1E1,3.0,3.0,1.0
ACTL6A,4.0,4.0,1.0
SAP30,2.0,2.0,1.0
ZPR1,0.0,0.0,1.0
WTAP,0.0,0.0,1.0
CEP85,0.0,0.0,1.0
APBB1,1.0,1.0,1.0
CT45A5,0.0,0.0,1.0
SIGLEC10,1.0,1.0,1.0
DCST1,0.0,0.0,1.0
CRYM,1.0,1.0,1.0
MPC2,0.0,0.0,1.0
CCDC90B,0.0,0.0,1.0
RPA2,25.0,25.0,1.0
WDFY1,0.0,0.0,1.0
EML4,0.0,0.0,1.0
CLEC7A,0.0,0.0,1.0
RFX7,0.0,0.0,1.0
GEMIN8,1.0,1.0,1.0
SKI,2.0,2.0,1.0
TPGS1,1.0,1.0,1.0
PSEN1,11.0,11.0,1.0
BPGM,0.0,0.0,1.0
CCNF,2.0,2.0,1.0
HIRIP3,0.0,0.0,1.0
SRSF5,4.0,4.0,1.0
COG6,3.0,3.0,1.0
GPR162,0.0,0.0,1.0
TOP2B,1.0,1.0,1.0
RNF24,0.0,0.0,1.0
SCLT1,1.0,1.0,1.0
CLN5,0.0,0.0,1.0
DBNL,3.0,3.0,1.0
GALNT4,0.0,0.0,1.0
PAN2,1.0,1.0,1.0
GLMN,1.0,1.0,1.0
MLKL,0.0,0.0,1.0
LAPTM4A,0.0,0.0,1.0
FNDC3A,0.0,0.0,1.0
UBQLN1,1.0,1.0,1.0
SPRR1A,1.0,1.0,1.0
BRPF1,2.0,2.0,1.0
ARL6IP6,0.0,0.0,1.0
SOCS4,1.0,1.0,1.0
KCNJ8,1.0,1.0,1.0
BEX1,0.0,0.0,1.0
RPS6KA4,1.0,1.0,1.0
SPTAN1,5.0,5.0,1.0
TCF4,1.0,1.0,1.0
GRIN2A,4.0,4.0,1.0
MAP1LC3A,3.0,3.0,1.0
RAB4A,4.0,4.0,1.0
MSTO1,0.0,0.0,1.0
ZW10,5.0,5.0,1.0
IQGAP3,1.0,1.0,1.0
SCRN1,0.0,0.0,1.0
XPOT,1.0,1.0,1.0
DNAAF2,0.0,0.0,1.0
ZMPSTE24,0.0,0.0,1.0
LRFN1,1.0,1.0,1.0
TRA2A,0.0,0.0,1.0
SPEN,0.0,0.0,1.0
ARMC2,0.0,0.0,1.0
EPS8L3,0.0,0.0,1.0
PLEKHA4,1.0,1.0,1.0
GLRX,1.0,1.0,1.0
SORL1,1.0,1.0,1.0
USP2,3.0,3.0,1.0
RHBDL2,0.0,0.0,1.0
RMND5A,0.0,0.0,1.0
DDHD2,1.0,1.0,1.0
TADA3,2.0,2.0,1.0
PNPLA1,0.0,0.0,1.0
GK5,0.0,0.0,1.0
TOMM20,3.0,3.0,1.0
NT5DC3,0.0,0.0,1.0
YIPF1,0.0,0.0,1.0
TFPT,1.0,1.0,1.0
CAV1,5.0,5.0,1.0
MRPS35,3.0,3.0,1.0
TNFAIP6,1.0,1.0,1.0
EIF3D,6.0,6.0,1.0
SMARCA2,2.0,2.0,1.0
NELFA,5.0,5.0,1.0
RBM27,0.0,0.0,1.0
ZNF304,0.0,0.0,1.0
PDGFRB,3.0,3.0,1.0
SMIM12,0.0,0.0,1.0
COX15,1.0,1.0,1.0
KLRG1,1.0,1.0,1.0
EVL,2.0,2.0,1.0
CASP2,3.0,3.0,1.0
STARD8,1.0,1.0,1.0
UNG,3.0,3.0,1.0
HIGD1A,1.0,1.0,1.0
NTPCR,0.0,0.0,1.0
SLC39A1,1.0,1.0,1.0
FANCE,1.0,1.0,1.0
HP,2.0,2.0,1.0
FAM102A,0.0,0.0,1.0
RUFY3,0.0,0.0,1.0
HNRNPC,2.0,2.0,1.0
CXCL12,3.0,3.0,1.0
SREBF2,1.0,1.0,1.0
FAM122B,0.0,0.0,1.0
LIG1,8.0,8.0,1.0
ZNF596,0.0,0.0,1.0
UFC1,0.0,0.0,1.0
SLC25A36,0.0,0.0,1.0
CDC42SE2,0.0,0.0,1.0
TMED1,0.0,0.0,1.0
SLC35E1,0.0,0.0,1.0
LSMEM1,0.0,0.0,1.0
SMARCC1,2.0,2.0,1.0
HLA-E,5.0,5.0,1.0
NCK1,8.0,8.0,1.0
PLD1,4.0,4.0,1.0
ACD,2.0,2.0,1.0
DEAF1,0.0,0.0,1.0
PAX7,0.0,0.0,1.0
MET,14.0,14.0,1.0
DNAL4,1.0,1.0,1.0
MAPK8,12.0,12.0,1.0
SETDB1,1.0,1.0,1.0
CTH,2.0,2.0,1.0
TMEM64,0.0,0.0,1.0
DHX9,2.0,2.0,1.0
FAM214B,0.0,0.0,1.0
LCLAT1,2.0,2.0,1.0
TTLL5,1.0,1.0,1.0
CCP110,6.0,6.0,1.0
EMC8,0.0,0.0,1.0
PICK1,1.0,1.0,1.0
TIMELESS,1.0,1.0,1.0
MED24,1.0,1.0,1.0
CD55,3.0,3.0,1.0
ZNF283,0.0,0.0,1.0
MCM3,4.0,4.0,1.0
HMGCL,1.0,1.0,1.0
ZNF37A,0.0,0.0,1.0
ACACB,3.0,3.0,1.0
SLC13A2,1.0,1.0,1.0
PGAP3,0.0,0.0,1.0
SON,0.0,0.0,1.0
TRIM62,0.0,0.0,1.0
ZCWPW1,0.0,0.0,1.0
TELO2,0.0,0.0,1.0
WDTC1,1.0,1.0,1.0
RALGAPB,1.0,1.0,1.0
LDHA,0.0,0.0,1.0
WDR12,1.0,1.0,1.0
DCP1B,1.0,1.0,1.0
NMNAT3,0.0,0.0,1.0
FAM45A,0.0,0.0,1.0
GNA11,5.0,5.0,1.0
HK1,0.0,0.0,1.0
TRIP12,1.0,1.0,1.0
CHAF1B,0.0,0.0,1.0
RAB11FIP3,1.0,1.0,1.0
PAK1,14.0,14.0,1.0
ZNF180,0.0,0.0,1.0
DHX16,1.0,1.0,1.0
RNMT,3.0,3.0,1.0
NFXL1,0.0,0.0,1.0
LEPROT,0.0,0.0,1.0
ARHGAP25,1.0,1.0,1.0
EXTL2,1.0,1.0,1.0
ETNK1,1.0,1.0,1.0
SUPT3H,1.0,1.0,1.0
STAM2,6.0,6.0,1.0
HIST1H2AC,27.0,27.0,1.0
NAA50,0.0,0.0,1.0
RECK,0.0,0.0,1.0
AP2A2,11.0,11.0,1.0
EMB,1.0,1.0,1.0
GTF2H3,20.0,20.0,1.0
SENP6,0.0,0.0,1.0
RAD51AP1,1.0,1.0,1.0
TIMP2,2.0,2.0,1.0
NEK1,0.0,0.0,1.0
HLCS,1.0,1.0,1.0
STXBP2,1.0,1.0,1.0
ZNF543,0.0,0.0,1.0
NEO1,1.0,1.0,1.0
MMP13,3.0,3.0,1.0
ECE1,1.0,1.0,1.0
RBBP5,5.0,5.0,1.0
CFD,3.0,3.0,1.0
GPX4,7.0,7.0,1.0
CCDC51,0.0,0.0,1.0
ARHGEF10,3.0,3.0,1.0
DAAM1,1.0,1.0,1.0
TRIM11,1.0,1.0,1.0
DCAF12,0.0,0.0,1.0
CERS2,1.0,1.0,1.0
DPPA3,0.0,0.0,1.0
GTF2IRD2B,0.0,0.0,1.0
SLC35B1,0.0,0.0,1.0
FUT11,0.0,0.0,1.0
ACOX1,4.0,4.0,1.0
RNF125,1.0,1.0,1.0
SCAPER,0.0,0.0,1.0
NUDT21,4.0,4.0,1.0
MAGEC1,0.0,0.0,1.0
PTRHD1,0.0,0.0,1.0
ZDHHC13,0.0,0.0,1.0
AMY2A,1.0,1.0,1.0
ERP27,0.0,0.0,1.0
CHAMP1,0.0,0.0,1.0
TOPBP1,4.0,4.0,1.0
TLK2,0.0,0.0,1.0
UTRN,0.0,0.0,1.0
ZNF324B,0.0,0.0,1.0
NUBP1,1.0,1.0,1.0
SEL1L3,0.0,0.0,1.0
SC5D,3.0,3.0,1.0
SSX4,0.0,0.0,1.0
SAMD4B,0.0,0.0,1.0
SAMHD1,0.0,0.0,1.0
GPR173,0.0,0.0,1.0
EIF2AK3,0.0,0.0,1.0
DUS2,0.0,0.0,1.0
TXN2,1.0,1.0,1.0
UEVLD,0.0,0.0,1.0
CPXCR1,0.0,0.0,1.0
CSTF1,4.0,4.0,1.0
ZFYVE19,0.0,0.0,1.0
ZNF160,0.0,0.0,1.0
SCCPDH,1.0,1.0,1.0
CEP44,0.0,0.0,1.0
SPG11,0.0,0.0,1.0
COPS7B,4.0,4.0,1.0
ATP6V0E1,3.0,3.0,1.0
MS4A1,0.0,0.0,1.0
PLCL2,0.0,0.0,1.0
ACADVL,2.0,2.0,1.0
MAFB,1.0,1.0,1.0
ERCC8,4.0,4.0,1.0
MRRF,1.0,1.0,1.0
SOAT1,1.0,1.0,1.0
ARGLU1,0.0,0.0,1.0
SMG9,1.0,1.0,1.0
ZDHHC4,0.0,0.0,1.0
CDC23,9.0,9.0,1.0
GNB2,19.0,19.0,1.0
ERMN,0.0,0.0,1.0
STOM,1.0,1.0,1.0
SETDB2,1.0,1.0,1.0
ST6GALNAC4,1.0,1.0,1.0
SLC22A23,0.0,0.0,1.0
MAP7D1,0.0,0.0,1.0
PAPOLG,0.0,0.0,1.0
MRPL2,3.0,3.0,1.0
TNRC6C,11.0,11.0,1.0
RFX3,0.0,0.0,1.0
NAT8B,1.0,1.0,1.0
KCNH2,2.0,2.0,1.0
WHAMM,0.0,0.0,1.0
ARV1,0.0,0.0,1.0
SCO1,0.0,0.0,1.0
VHL,4.0,4.0,1.0
TMEM251,0.0,0.0,1.0
LGMN,3.0,3.0,1.0
SLC13A3,1.0,1.0,1.0
ASPSCR1,1.0,1.0,1.0
SPOCD1,0.0,0.0,1.0
MFSD6,0.0,0.0,1.0
L2HGDH,1.0,1.0,1.0
GMEB2,0.0,0.0,1.0
GPN3,0.0,0.0,1.0
NXT2,0.0,0.0,1.0
SPRTN,1.0,1.0,1.0
PKD2,1.0,1.0,1.0
NETO1,0.0,0.0,1.0
NPHP3,1.0,1.0,1.0
NEURL4,0.0,0.0,1.0
PRPF6,2.0,2.0,1.0
SNX20,0.0,0.0,1.0
PNOC,1.0,1.0,1.0
TWSG1,0.0,0.0,1.0
CPNE8,0.0,0.0,1.0
ELAC1,0.0,0.0,1.0
PIK3C2A,5.0,5.0,1.0
UBR3,0.0,0.0,1.0
RTKN,1.0,1.0,1.0
ANAPC4,9.0,9.0,1.0
SLC35A1,1.0,1.0,1.0
AP1S2,4.0,4.0,1.0
NOL11,2.0,2.0,1.0
RBAK,0.0,0.0,1.0
CAPRIN2,0.0,0.0,1.0
MIS18A,1.0,1.0,1.0
ZNF564,0.0,0.0,1.0
PRPF38B,0.0,0.0,1.0
TRAF5,0.0,0.0,1.0
PHLPP1,0.0,0.0,1.0
HNRNPH1,2.0,2.0,1.0
CLRN1,0.0,0.0,1.0
SIRT5,1.0,1.0,1.0
DYRK3,0.0,0.0,1.0
SLC9A3R1,0.0,0.0,1.0
ANKS6,0.0,0.0,1.0
RBM15B,0.0,0.0,1.0
DNAJC10,0.0,0.0,1.0
SLC24A4,1.0,1.0,1.0
CRY2,0.0,0.0,1.0
SPPL2A,1.0,1.0,1.0
ZNF131,1.0,1.0,1.0
PKIA,0.0,0.0,1.0
PPME1,1.0,1.0,1.0
PNN,0.0,0.0,1.0
NDUFA4,1.0,1.0,1.0
WDR36,2.0,2.0,1.0
TSEN15,1.0,1.0,1.0
SNAPC2,3.0,3.0,1.0
KLHDC8B,0.0,0.0,1.0
LBR,0.0,0.0,1.0
RAP2B,1.0,1.0,1.0
PVR,2.0,2.0,1.0
RBBP7,13.0,13.0,1.0
TTC7A,0.0,0.0,1.0
SNUPN,1.0,1.0,1.0
FLYWCH2,0.0,0.0,1.0
CENPQ,5.0,5.0,1.0
SLC9B1,0.0,0.0,1.0
NMI,0.0,0.0,1.0
FDFT1,2.0,2.0,1.0
TFRC,3.0,3.0,1.0
ERLIN1,1.0,1.0,1.0
KBTBD3,0.0,0.0,1.0
CAD,1.0,1.0,1.0
HERPUD2,0.0,0.0,1.0
TPD52L2,0.0,0.0,1.0
ARHGEF9,4.0,4.0,1.0
SLC39A14,1.0,1.0,1.0
MAPKAPK3,5.0,5.0,1.0
SHISA5,2.0,2.0,1.0
TUBA4A,9.0,9.0,1.0
PTPRA,0.0,0.0,1.0
TIGD5,0.0,0.0,1.0
SLC41A3,0.0,0.0,1.0
RANBP3,0.0,0.0,1.0
FAM120A,0.0,0.0,1.0
LETM2,0.0,0.0,1.0
H2AFZ,22.0,22.0,1.0
DCTN3,8.0,8.0,1.0
MSANTD2,0.0,0.0,1.0
PKNOX1,1.0,1.0,1.0
XPO1,10.0,10.0,1.0
DNAL1,0.0,0.0,1.0
TMEM259,0.0,0.0,1.0
POU4F1,1.0,1.0,1.0
EPHA2,1.0,1.0,1.0
PPID,0.0,0.0,1.0
KTN1,3.0,3.0,1.0
APEX2,0.0,0.0,1.0
AKAP10,0.0,0.0,1.0
AIMP2,2.0,2.0,1.0
HNRNPA3,1.0,1.0,1.0
CLSTN3,0.0,0.0,1.0
RINT1,1.0,1.0,1.0
SAFB2,0.0,0.0,1.0
ZNHIT2,0.0,0.0,1.0
FAHD2A,0.0,0.0,1.0
PSMC4,46.0,46.0,1.0
SUV39H2,1.0,1.0,1.0
MSH6,2.0,2.0,1.0
RALGDS,1.0,1.0,1.0
POLE2,11.0,11.0,1.0
EXOSC2,5.0,5.0,1.0
RAB1B,6.0,6.0,1.0
FNDC3B,0.0,0.0,1.0
ELMO2,2.0,2.0,1.0
TXLNA,1.0,1.0,1.0
SGTB,0.0,0.0,1.0
CADM4,0.0,0.0,1.0
NFIA,0.0,0.0,1.0
ZBTB18,0.0,0.0,1.0
MBLAC2,0.0,0.0,1.0
CTTN,1.0,1.0,1.0
EPC1,2.0,2.0,1.0
MICALL1,0.0,0.0,1.0
MGAM,2.0,2.0,1.0
NUFIP1,0.0,0.0,1.0
BTN3A1,1.0,1.0,1.0
GNPDA1,0.0,0.0,1.0
HAUS1,5.0,5.0,1.0
TFEB,0.0,0.0,1.0
ZMAT5,1.0,1.0,1.0
NADSYN1,0.0,0.0,1.0
HIPK3,0.0,0.0,1.0
SELP,1.0,1.0,1.0
PDHX,1.0,1.0,1.0
AARS,1.0,1.0,1.0
GORAB,0.0,0.0,1.0
THBS3,0.0,0.0,1.0
PTK2B,2.0,2.0,1.0
MYBPC3,1.0,1.0,1.0
NEDD4,5.0,5.0,1.0
HAUS2,5.0,5.0,1.0
SH2D3C,0.0,0.0,1.0
SYNJ1,3.0,3.0,1.0
ADAP2,0.0,0.0,1.0
CEP70,5.0,5.0,1.0
POLH,3.0,3.0,1.0
GPHN,1.0,1.0,1.0
PDIK1L,0.0,0.0,1.0
C5AR2,2.0,2.0,1.0
EIF2D,0.0,0.0,1.0
USP25,1.0,1.0,1.0
NID1,1.0,1.0,1.0
EIF4G2,1.0,1.0,1.0
ABCB4,1.0,1.0,1.0
TMEM218,0.0,0.0,1.0
NFKB2,11.0,11.0,1.0
ZC3H15,0.0,0.0,1.0
TUBGCP5,2.0,2.0,1.0
ANGEL1,0.0,0.0,1.0
FGGY,0.0,0.0,1.0
REV1,4.0,4.0,1.0
TTF1,5.0,5.0,1.0
ACBD5,0.0,0.0,1.0
COQ9,1.0,1.0,1.0
CLEC6A,1.0,1.0,1.0
DR1,1.0,1.0,1.0
TMEM30A,1.0,1.0,1.0
TRIM41,1.0,1.0,1.0
STIM2,0.0,0.0,1.0
ELP4,1.0,1.0,1.0
KIAA1147,0.0,0.0,1.0
CAPZB,3.0,3.0,1.0
GYPE,0.0,0.0,1.0
TAPT1,0.0,0.0,1.0
CBLB,2.0,2.0,1.0
GUF1,0.0,0.0,1.0
CCNE1,7.0,7.0,1.0
ZNF251,0.0,0.0,1.0
MTPAP,0.0,0.0,1.0
CCDC87,0.0,0.0,1.0
SFT2D1,0.0,0.0,1.0
ZNF20,0.0,0.0,1.0
NOL10,0.0,0.0,1.0
UBE2I,18.0,18.0,1.0
KIAA1522,0.0,0.0,1.0
DALRD3,0.0,0.0,1.0
INCA1,0.0,0.0,1.0
ADGRB1,0.0,0.0,1.0
PLP1,0.0,0.0,1.0
ALAS1,3.0,3.0,1.0
CABLES2,0.0,0.0,1.0
TCEA3,0.0,0.0,1.0
MPI,0.0,0.0,1.0
STK38,0.0,0.0,1.0
ZBTB49,0.0,0.0,1.0
DHPS,1.0,1.0,1.0
LIAS,0.0,0.0,1.0
MED12,1.0,1.0,1.0
WDR70,0.0,0.0,1.0
DPY19L3,0.0,0.0,1.0
SLC35F6,0.0,0.0,1.0
NUP50,18.0,18.0,1.0
SETBP1,0.0,0.0,1.0
NR1H2,2.0,2.0,1.0
AEBP2,2.0,2.0,1.0
FXN,1.0,1.0,1.0
PTER,0.0,0.0,1.0
DDX24,0.0,0.0,1.0
FGL2,1.0,1.0,1.0
UBAP2,0.0,0.0,1.0
STX10,1.0,1.0,1.0
ABCB9,0.0,0.0,1.0
CEP76,5.0,5.0,1.0
MRPL30,3.0,3.0,1.0
NOA1,0.0,0.0,1.0
ACOT13,0.0,0.0,1.0
FABP4,2.0,2.0,1.0
TTC21A,0.0,0.0,1.0
ACADM,3.0,3.0,1.0
MTF2,1.0,1.0,1.0
CHST15,1.0,1.0,1.0
NCDN,0.0,0.0,1.0
RAB9A,3.0,3.0,1.0
WDR27,0.0,0.0,1.0
EID2B,0.0,0.0,1.0
EIF2AK2,2.0,2.0,1.0
ZNF766,0.0,0.0,1.0
VCPIP1,1.0,1.0,1.0
NR2E1,2.0,2.0,1.0
ANKRD40,0.0,0.0,1.0
EXOC1,3.0,3.0,1.0
FRYL,0.0,0.0,1.0
PRKCD,8.0,8.0,1.0
VIM,3.0,3.0,1.0
RRP8,1.0,1.0,1.0
TOM1,1.0,1.0,1.0
HMGN5,0.0,0.0,1.0
CENPB,0.0,0.0,1.0
IL17RC,0.0,0.0,1.0
GLG1,0.0,0.0,1.0
IDH2,2.0,2.0,1.0
MRPS2,3.0,3.0,1.0
TMCC3,0.0,0.0,1.0
RUNX1,16.0,16.0,1.0
ZMAT2,0.0,0.0,1.0
CD24,0.0,0.0,1.0
NAPG,5.0,5.0,1.0
TAZ,2.0,2.0,1.0
YY1AP1,0.0,0.0,1.0
ZFP1,0.0,0.0,1.0
SMAP2,0.0,0.0,1.0
STX1B,2.0,2.0,1.0
KIR2DL1,1.0,1.0,1.0
ZNF264,0.0,0.0,1.0
SLC3A2,3.0,3.0,1.0
NOMO3,0.0,0.0,1.0
ZNF134,0.0,0.0,1.0
RIPK1,13.0,13.0,1.0
SLC38A9,5.0,5.0,1.0
ZNF425,0.0,0.0,1.0
PIFO,0.0,0.0,1.0
RBM4,0.0,0.0,1.0
EIF5,2.0,2.0,1.0
TNFSF12,1.0,1.0,1.0
GSK3B,18.0,18.0,1.0
NAGLU,1.0,1.0,1.0
PRPF3,1.0,1.0,1.0
PITPNA,2.0,2.0,1.0
BCL11B,0.0,0.0,1.0
PFDN1,1.0,1.0,1.0
LAS1L,1.0,1.0,1.0
ARFGEF2,1.0,1.0,1.0
NTAN1,0.0,0.0,1.0
SCARB2,1.0,1.0,1.0
PLAGL2,0.0,0.0,1.0
KIAA0586,0.0,0.0,1.0
RBM41,0.0,0.0,1.0
PDCL3,0.0,0.0,1.0
PGRMC1,1.0,1.0,1.0
OGFOD3,0.0,0.0,1.0
ZYG11B,0.0,0.0,1.0
PMPCB,2.0,2.0,1.0
MBNL1,0.0,0.0,1.0
PHF5A,1.0,1.0,1.0
TTC13,0.0,0.0,1.0
TRMT5,1.0,1.0,1.0
ALKBH2,1.0,1.0,1.0
MDGA1,0.0,0.0,1.0
ID2,0.0,0.0,1.0
DNA2,6.0,6.0,1.0
ITPA,0.0,0.0,1.0
ASNSD1,0.0,0.0,1.0
IK,0.0,0.0,1.0
SRSF6,5.0,5.0,1.0
MED31,1.0,1.0,1.0
BLVRA,1.0,1.0,1.0
MTF1,1.0,1.0,1.0
ZNF689,0.0,0.0,1.0
CCND1,11.0,11.0,1.0
ZNF225,0.0,0.0,1.0
TMEM109,0.0,0.0,1.0
XKR6,0.0,0.0,1.0
PAIP1,1.0,1.0,1.0
PHF11,0.0,0.0,1.0
DHX36,1.0,1.0,1.0
SPTY2D1,0.0,0.0,1.0
MED13,1.0,1.0,1.0
GNS,3.0,3.0,1.0
ACOT2,0.0,0.0,1.0
PPM1K,0.0,0.0,1.0
INPP1,1.0,1.0,1.0
TCEAL4,0.0,0.0,1.0
GID4,0.0,0.0,1.0
SLC37A3,0.0,0.0,1.0
EMC10,0.0,0.0,1.0
ZNF250,0.0,0.0,1.0
